cod;original;simplified
3952;Joan Manuel Serrat escribió y cantaba una deliciosa e irónica canción titulada Conillet de Vellut, (Conejito de peluche), en el que ironizaba sobre alguien que para conquistar a una supuesta chica quería hacerse fotógrafo y con gran ironía decía Serrat, “me he comprado el libro la fotografía es un arte/y antes de un mes/seré mejor que Pomés” El citado Pomés, Leopoldo Pomés, (Barcelona, 1931), ha sido muchas cosas, fotógrafo, publicista, cineasta, poeta, empresario y otras muchas cosas;Joan Manuel Serrat escribió y cantaba una deliciosa e  mordaz canción titulada Conillet de Vellut, (Conejito de peluche), en el que ironizaba sobre alguien que para conquistar a una supuesta chica quería hacerse fotógrafo y con gran ironía decía Serrat, “me he comprado el libro la fotografía es un arte/y antes de un mes/seré mejor que Pomés” El citado Pomés, Leopoldo Pomés, (Barcelona, 1931), ha sido muchas cosas, fotógrafo, publicista, cineasta, poeta, empresario y otras muchas cosas
7424;Esto hace que, en algunos casos, el retraso en el diagnóstico de esta patología pueda alcanzar los 10 años, principalmente porque hasta un 25% de las crisis puedan pasar inadvertidas tanto por los pacientes como por sus familiares.;Esto hace que, en algunos casos, el retraso en el diagnóstico de esta  dolencia pueda alcanzar los 10 años, principalmente porque hasta un 25% de las crisis puedan pasar inadvertidas tanto por los pacientes como por sus familiares.
5253;"A lo largo de Silver economy, publicado por LID Editorial, Juan Carlos Alcaide aporta ideas de emprendimien¬to focalizadas en un segmento de crecimiento que precisa y precisará productos y servicios silverizados; todo ello, dirigido a un público emprendedor, empresario o a empresas y profesionales que desean reorientar su rumbo buscando nuevos targets.";"A lo largo de Silver economy, publicado por LID Editorial, Juan Carlos Alcaide aporta ideas de emprendimien¬to focalizadas en un segmento de crecimiento que precisa y precisará productos y servicios silverizados; todo ello, dirigido a un público  resuelto, empresario o a empresas y profesionales que desean reorientar su rumbo buscando nuevos targets."
127;“Con este proyecto queremos mostrar la situación de muchas personas con distintas patologías, generar una evidencia que sirva de palanca para mejorar su acceso a la atención sanitaria y social en igualdad de condiciones y conseguir que las políticas sanitarias, sociales y educativas estén orientadas a paliar el impacto que tiene la enfermedad en su día a día”, ha manifestado.;“Con este proyecto queremos mostrar la situación de muchas personas con distintas patologías, generar una evidencia que sirva de palanca para mejorar su acceso a la atención sanitaria y social en igualdad de condiciones y conseguir que las políticas sanitarias, sociales y educativas estén orientadas a rebajar el impacto que tiene la enfermedad en su día a día”, ha manifestado.
1589;“Debemos continuar la tramitación de la Ley de muerte digna y la Ley de eutanasia para amparar una forma de morir más humana”, ha asegurado hoy María Luisa Carcedo, ministra de Sanidad, Consumo y Bienestar Social en funciones, en la inauguración del “III Congreso de Organizaciones de Pacientes”;“Debemos continuar la tramitación de la Ley de muerte digna y la Ley de eutanasia para  undefined una forma de morir más humana”, ha asegurado hoy María Luisa Carcedo, ministra de Sanidad, Consumo y Bienestar Social en funciones, en la inauguración del “III Congreso de Organizaciones de Pacientes”
5642;Promovido por el Ministerio de Sanidad, Consumo y Bienestar Social junto con el Ministerio de Agricultura, Pesca y Alimentación y coordinado por la AEMPS con la participación de todas las comunidades autónomas y ocho ministerios (Sanidad, Agricultura, Economía, Interior, Defensa, Educación, Ciencia y Transición Ecológica), el PRAN trabaja desde 2014 con el objetivo de frenar el desarrollo y la diseminación de la resistencia bacteriana;Promovido por el Ministerio de Sanidad, Consumo y Bienestar Social junto con el Ministerio de Agricultura, Pesca y Alimentación y coordinado por la AEMPS con la participación de todas las comunidades autónomas y ocho ministerios (Sanidad, Agricultura, Economía, Interior, Defensa, Educación, Ciencia y Transición Ecológica), el PRAN trabaja desde 2014 con el objetivo de frenar el desarrollo y la  difusión de la resistencia bacteriana
9031;Trastornos vasculares: Frecuentes: sofocos Raros: aumento en los niveles de presiÃ³n arterial en pacientes hipertensos Trastornos gastrointestinales: Poco frecuentes: estreÃ±imiento Raros: nÃ¡useas, vÃ³mitos, diarrea Trastornos cutÃ¡neos: Raros: aumento o disminuciÃ³n del cabello o del vello corporal Trastornos mÃºsculo-esquelÃ©ticos: Muy raros: molestias mÃºsculo-esquelÃ©ticas y dolor El uso de agonistas LHRH puede estar asociado con la disminuciÃ³n de la densidad Ã³sea y puede llevar a una osteoporosis asÃ­ como a un aumento del riesgo de fractura Ã³sea.;Trastornos vasculares: Frecuentes: sofoco Raros: aumento en los niveles de presiÃ³n arterial en pacientes hipertensos Trastornos gastrointestinales: Poco frecuentes: estreÃ±imiento Raros: nÃ¡useas, vÃ³mitos, diarrea Trastornos cutÃ¡neos: Raros: aumento o disminuciÃ³n del cabello o del vello corporal Trastornos mÃºsculo-esquelÃ©ticos: Muy raros: molestias mÃºsculo-esquelÃ©ticas y dolor El uso de agonistas LHRH puede estar asociado con la disminuciÃ³n de la densidad Ã³sea y puede llevar a una problemas en los huesos asÃ­ como a un aumento del riesgo de fractura.
2022;En relación a la regulación de la prestación, se establecen más garantías de calidad y eficiencia al establecerse requisitos para los productos, para la prescripción, para la dispensación y para los establecimientos;En relación a la regulación de la prestación, se establecen más garantías de calidad y eficiencia al establecerse requisitos para los productos, para la prescripción, para la  suministro y para los establecimientos
6412;A partir de los 21 años el organismo pierde anualmente de media un 1% de colágeno, por lo que al llegar a la vejez las reservas del mismo se encuentran muy mermadas;A partir de los 21 años el organismo pierde anualmente de media un 1% de colágeno, por lo que al llegar a la vejez las reservas del mismo se encuentran muy disminuidas
7344;Reforzar la atención al paciente de Alzhéimer y a su entorno, clave en tiempos de coronavirus;Reforzar la atención al paciente de Alzhéimer y a su entorno, fundamental en tiempos de coronavirus
5140;En esta ocasión Telemadrid fue la primera televisión española en el conflicto y ella enviaba sus reportajes y crónicas desde Belgrado, Zagreb, Sa- rajevo… “La cobertura estuvo llena de dificultades técnicas al haber bombardeado la televisión pública”;En esta ocasión Telemadrid fue la primera televisión española en el lucha y ella enviaba sus reportajes y crónicas desde Belgrado, Zagreb, Sa- rajevo… “La cobertura estuvo llena de dificultades técnicas al haber bombardeado la televisión pública”
8170;Sistema Nervioso Central: cansancio, agotamiento, mareo, cefalea (especialmente al comienzo del tratamiento, generalmente son leves y suelen desaparecer en 1-2 semanas).;Sistema Nervioso Central: fatiga, agotamiento, mareo, dolor de cabeza (especialmente al comienzo del tratamiento, generalmente son leves y suelen desaparecer en 1-2 semanas).
633;Finalmente, la ministra ha destacado que también se está vigilante con el incremento de adolescentes con discapacidades psicosociales derivados de Trastornos del Espectro del Autismo o de enfermedades de Salud Mental;Finalmente, la ministra ha destacado que también se está vigilante con el aumento de adolescentes con discapacidades psicosociales derivados de Trastornos del Espectro del Autismo o de enfermedades de Salud Mental
5138;Y, posteriormente, informó in situ de las sucesivas crisis de Irak y del conflicto palestino-israelí: un larguísimo periplo laboral, por el que “encabeza” el ránking de las primeras espadas del periodismo actual en nuestro país, considerada por sus colegas un referente mundial en temas de Oriente Me- dio;Y, posteriormente, informó in situ de las sucesivas crisis de Irak y del conflicto palestino-israelí: un larguísimo periplo laboral, por el que “encabeza” el ránking de las primeras espadas del periodismo actual en nuestro país, considerada por sus compañeros un referente mundial en temas de Oriente Me- dio
6774;La enfermedad cardiovascular comprende diferentes patologías que afectan al corazón y al sistema circulatorio, incluye la enfermedad cardiaca, accidente cerebro vascular e hipertensión arterial;La enfermedad cardiovascular comprende diferentes enfermedades que afectan al corazón y al sistema circulatorio, incluye la enfermedad cardiaca, accidente cerebro vascular e hipertensión arterial
2288;El Tribunal no observa infracción alguna que justifique la anulación de los pliegos, al entender que “la documentación incorporada al expediente de contratación, unida a la escasa concreción de los argumentos aducidos de contrario por la recurrente, conducen al Tribunal a estimar que el órgano de contratación ha calculado el presupuesto base de licitación y el valor estimado del contrato, acudiendo a datos y procedimientos que permitan aproximarlos a los precios de mercado”;El Tribunal no observa  vulneración alguna que justifique la anulación de los pliegos, al entender que “la documentación incorporada al expediente de contratación, unida a la escasa concreción de los argumentos aducidos de contrario por la recurrente, conducen al Tribunal a estimar que el órgano de contratación ha calculado el presupuesto base de licitación y el valor estimado del contrato, acudiendo a datos y procedimientos que permitan aproximarlos a los precios de mercado”
3095;Al contrario, Carcedo considera que en este momento “se debe completar la cartera de servicios y prestaciones, mediante la incorporación de la prestación de la teleasistencia avanzada y regular expresamente la figura del asistente personal”.;Al contrario, Carcedo considera que en este momento “se debe completar la cartera de servicios y prestaciones, mediante la incorporación de la prestación de la teleasistencia avanzada y establecer expresamente la figura del asistente personal”.
6604;A su vez, varios estudios indican que los fumadores presentan una peor respuesta al tratamiento, al necesitar un mayor número y más dosis de fármacos;A su vez, varios estudios indican que los fumadores presentan una peor respuesta al tratamiento, al necesitar un mayor número y más dosis de  medicamentos
25;Cuando se reciba el producto Consumo recomienda comprobar que éste se corresponda con lo que se ha pedido y llegue en óptimas condiciones de consumo, que el embalaje se presente íntegro, que el etiquetado esté en español e incluya la información obligatoria, la fecha de caducidad o consumo preferente y que llegue en las condiciones de conservación adecuadas;Cuando se reciba el producto Consumo recomienda comprobar que éste se corresponda con lo que se ha pedido y llegue en óptimas condiciones de consumo, que el  envoltorio se presente íntegro, que el etiquetado esté en español e incluya la información obligatoria, la fecha de caducidad o consumo preferente y que llegue en las condiciones de conservación adecuadas
4499;Más tarde organiza la Banda de Merlitón para difundir el folclore entre el público más joven a través de la televisión;Más tarde organiza la Banda de Merlitón para divulgar el folclore entre el público más joven a través de la televisión
5687;De hecho, se estima que, en España, la eficacia de las vacunas trivalentes contra la gripe no ha sido la esperada en 5 de las últimas 10 temporadas, ya que el linaje predominante de la gripe B no coincidió con el contenido de la vacuna.;De hecho, se estima que, en España, la eficacia de las vacunas trivalentes contra la gripe no ha sido la esperada en 5 de las últimas 10 temporadas, ya que el clase predominante de la gripe B no coincidió con el contenido de la vacuna.
5195;Es una realidad tan cotidiana como persistente en el tiempo;Es una realidad tan común como persistente en el tiempo
8160;Trastornos sanguÃ­neos: Poco Frecuentes (1/1.000, <1/100): leucopenia Trastornos oculares: Frecuentes (1/100, <1/10): Nistagmo, diplopÃ­a, visiÃ³n anormal.;Trastornos sanguÃ­neos: Poco Frecuentes (1/1.000, <1/100): disminuciÃ³n de leucocitos en la sangre Trastornos oculares: Frecuentes (1/100, <1/10): Nistagmo, visiÃ³n doble, visiÃ³n anormal.
4973;Pero al ser este un órgano simplemente consultivo, ello queda disuelto en nuestra realidad política y social;Pero al ser este un órgano simplemente de consulta, ello queda disuelto en nuestra realidad política y social
4663;Hollar la jubilación no ha sido fácil, pero una vez alcanzada, “es una bendición”, lo dice la persona con más edad en ascender las montañas más altas del planeta.;pisar la jubilación no ha sido fácil, pero una vez alcanzada, “es una bendición”, lo dice la persona con más edad en ascender las montañas más altas del planeta.
1762;La Ministra ha criticado que la introducción de copagos “empeoró la adhesión al tratamiento de los hogares españoles más vulnerables”;La Ministra ha criticado que la introducción de copagos “empeoró la adhesión al tratamiento de los hogares españoles más frágiles”
2902;"Las líneas estratégicas plasmadas en el documento pasan por reforzar el compromiso del Ministerio con el liderazgo de la Atención Primaria; consolidar una política presupuestaria y de recursos humanos que garantice la efectividad y la calidad de la APS; y mejorar la calidad de la atención y la coordinación con el resto de los ámbitos asistenciales, servicios e instituciones.";"Las líneas estratégicas plasmadas en el documento pasan por reforzar el compromiso del Ministerio con el liderazgo de la Atención Primaria;  afianzar una política presupuestaria y de recursos humanos que garantice la efectividad y la calidad de la APS; y mejorar la calidad de la atención y la coordinación con el resto de los ámbitos asistenciales, servicios e instituciones."
1451;La I Conferencia de Ciudades y Comunidades Amigables con las Personas Mayores tuvo como objetivo exponer e intercambiar puntos de vista y reflexiones sobre la mejora de la calidad de vida de las personas mayores tanto en los entornos urbanos como rurales, asociado al cambio demográfico.;La I Conferencia de Ciudades y Comunidades Amigables con las Personas Mayores tuvo como objetivo exponer e intercambiar puntos de vista y reflexiones sobre la mejora de la calidad de vida de las personas mayores tanto en los entornos de las ciudades como rurales, asociado al cambio demográfico.
1804;Los trabajos empíricos más recientes estiman que entre 225.000 y 500.000 personas gitanas podrían haber sido asesinadas.;Los trabajos experimentales más recientes estiman que entre 225.000 y 500.000 personas gitanas podrían haber sido asesinadas.
8285;4.7 Efectos sobre la capacidad para conducir vehÃ­culos y utilizar maquinas Se debe tener en cuenta que ocasionalmente se pueden producir mareos o cansancio al conducir vehÃ­culos o utilizar maquinaria.;4.7 Efectos sobre la capacidad para conducir vehÃ­culos y utilizar maquinas Se debe tener en cuenta que ocasionalmente se pueden producir mareo o fatiga  al conducir vehÃ­culos o utilizar maquinaria.
3787;En esta casa, para algunos estudiosos la más rica y noble del barrio, que Lope definía como “mi casilla, mi quietud, mi güertecillo y estudio”, vivió junto a su gran amor Marta de Nevares.;En esta casa, para algunos estudiosos la más rica y noble del barrio, que Lope definía como “mi casilla, mi calma, mi güertecillo y estudio”, vivió junto a su gran amor Marta de Nevares.
8616;Algunas personas pueden experimentar efectos secundarios menores, que estÃ¡n asociados a su acciÃ³n farmacolÃ³gica conocida de vasodilataciÃ³n perifÃ©rica.;Algunas personas pueden experimentar efectos secundarios menores, que estÃ¡n asociados a su acciÃ³n farmacolÃ³gica conocida de venas dilatadas.
7255;Asimismo, solicita encarecidamente estrategias nacionales globales, coordinadas con las Comunidades Autónomas, para establecer un programa marco de abordaje del riesgo de incremento de la conducta suicida.;Asimismo, solicita insistentemente estrategias nacionales globales, coordinadas con las Comunidades Autónomas, para establecer un programa marco de abordaje del riesgo de incremento de la conducta suicida.
7934;- Sistema musculoesquelÃ©tico: Calambres musculares - NeurolÃ³gico: temblor - Mental: depresiÃ³n, nerviosismo, ansiedad, cansancio, alteraciones del sueÃ±o, confusiÃ³n - Ojos: alteraciones visuales - Sistema nervioso central: Mareo, neurastenia.;- Sistema musculoesquelÃ©tico: Calambres musculares - NeurolÃ³gico: temblor - Mental: depresiÃ³n,  nerviosismoÂ , ansiedad, fatiga, alteraciones del sueÃ±o, confusiÃ³n - Ojos: alteraciones visuales - Sistema nervioso central: Mareo, debilidad.
4491;“Me dieron el premio porque, primero, era un tipo de música que no estaba manoseada en Francia, y segundo, porque hay una pureza y una limpieza en la grabación que está patente;“Me dieron el premio porque, primero, era un tipo de música que no estaba manoseada en Francia, y segundo, porque hay una pureza y una limpieza en la grabación que está  evidente
5716;La genética es un campo emergente y activo en la dermatología ya que muchas de las alteraciones de la piel tienen un componente genético, bien en forma de mutaciones causantes de patología o de variantes moduladoras y de predisposición;La genética es un campo emergente y activo en la dermatología ya que muchas de las alteraciones de la piel tienen un componente hereditario, bien en forma de mutaciones causantes de patología o de variantes moduladoras y de predisposición
916;“Sea cual sea su manifestación, todo es violencia y puede tener graves consecuencias en la edad adulta”, ha asegurado.;“Sea cual sea su manifestación, todo es violencia y puede tener  peligrosas consecuencias en la edad adulta”, ha asegurado.
8760;Se recomienda considerar esta etiologÃ­a en pacientes que presenten anemia megaloblÃ¡stica.;Se recomienda considerar esta etiologÃ­a en pacientes que presenten anemia.
202;Las agencias de viaje saben que cada año aumentan las contrataciones justo en estas fechas;Las agencias de viaje saben que cada año crecen las contrataciones justo en estas fechas
3918;Para celebrar el centenario de la primera Ley de Parques Nacionales en España, el Museo del Prado y la Fundación Biodiversidad del Ministerio de Agricultura, Alimentación y Medio Ambiente ofrecen un original recorrido por esa sierra de la mano de los lienzos de cinco grandes maestros de la pintura, de los fondos de la pinacoteca.;Para celebrar el centenario de la primera Ley de Parques Nacionales en España, el Museo del Prado y la Fundación Biodiversidad del Ministerio de Agricultura, Alimentación y Medio Ambiente ofrecen un original recorrido por esa sierra de la mano de los cuadros de cinco grandes maestros de la pintura, de los fondos de la pinacoteca.
2270;El Tribunal Administrativo Central de Recursos Contractuales ha desestimado el recurso presentado por la Confederación Española de Hoteles y Alojamientos Turísticos (CEHAT) a los pliegos del Programa de Turismo Social del Imserso;El Tribunal Administrativo Central de Recursos Contractuales ha rechazado el recurso presentado por la Confederación Española de Hoteles y Alojamientos Turísticos (CEHAT) a los pliegos del Programa de Turismo Social del Imserso
3695;El Museo del Prado se suma un año más a las iniciativas promovidas por la Comunidad de Madrid en horario nocturno abriendo la Sala de lectura de la biblioteca para la celebración de un concierto bajo la bóveda de Luca Giordano;El Museo del Prado se suma un año más a las iniciativas  fomentadas por la Comunidad de Madrid en horario nocturno abriendo la Sala de lectura de la biblioteca para la celebración de un concierto bajo la bóveda de Luca Giordano
8473;No obstante, cuando la dosis se ajusta de forma individual, no cabe esperar, por lo general, reacciones hemodinÃ¡micas agudas a pesar de una rÃ¡pida instauraciÃ³n de la diuresis.;No obstante, cuando la dosis se ajusta de forma individual, no cabe esperar, por lo general, reacciones hemodinÃ¡micas agudas a pesar de una rÃ¡pida instauraciÃ³n de la cantidad de orina.
7538;«Queremos saber cómo estáis», es una iniciativa promovida por el Voluntariado de la Unión Democrática de Pensionistas y Jubilados de España (UDP), para mantener el contacto con las asociaciones de UDP y las personas coordinadoras de los grupos de voluntariado así como conocer de primera mano cómo están viviendo las personas que forman parte de la Unión Democrática de Pensionistas y Jubilados la crisis sanitaria causada por la Covid-19.;«Queremos saber cómo estáis», es una iniciativa iniciada por el Voluntariado de la Unión Democrática de Pensionistas y Jubilados de España (UDP), para mantener el contacto con las asociaciones de UDP y las personas coordinadoras de los grupos de voluntariado así como conocer de primera mano cómo están viviendo las personas que forman parte de la Unión Democrática de Pensionistas y Jubilados la crisis sanitaria causada por la Covid-19.
7852;El Gobierno aprueba un plan de desescalada que se prolongará hasta finales de junio;El Gobierno aprueba un plan de desescalada que se alargará hasta finales de junio
4479;Cada uno tiene que asumir un rol como que los abuelos deben de estar preparados para una emergencia pero no para un capricho de los hijos… España está repleta de abuelos cuidadores que de media dedican 6 horas al día al cuidado de sus nietos… Mi mujer tuvo una visión profética cuando tuvimos el primer nieto: “Papá y yo nunca cuidaremos de nuestros nietos;Cada uno tiene que asumir un rol como que los abuelos deben de estar preparados para una emergencia pero no para un capricho de los hijos… España está llena de abuelos cuidadores que de media dedican 6 horas al día al cuidado de sus nietos… Mi mujer tuvo una visión profética cuando tuvimos el primer nieto: “Papá y yo nunca cuidaremos de nuestros nietos
2894;También se contempla identificar Zonas Especiales de Salud que, por sus especiales características demográficas y geográficas, y por cuestiones derivadas de la estacionalidad, precisarán una estrategia diferenciada para la contratación de profesionales y la prestación de servicios, en la que estén implicadas las distintas administraciones con competencias en el territorio.;También se contempla identificar Zonas Especiales de Salud que, por sus especiales características demográficas y geográficas, y por cuestiones derivadas de la estacionalidad, precisarán una  procedimiento diferenciada para la contratación de profesionales y la prestación de servicios, en la que estén implicadas las distintas administraciones con competencias en el territorio.
4067;Van Gogh, que había nacido el 30 de marzo de 1853 en Zundert, Países Bajos,  trabajó como marchante de arte con escaso éxito, fue predicador oficio que dejó para dedicarse plenamente a la pintura;Van Gogh, que había nacido el 30 de marzo de 1853 en Zundert, Países Bajos,  trabajó como marchante de arte con escaso fortuna, fue predicador oficio que dejó para dedicarse plenamente a la pintura
3970;Ramón Gómez de la Serna, (Madrid, 1888-Buenos Aires, (Argentina), 1963) es desde el pasado mes de febrero el buque insignia, el mayor reclamo del nuevo Museo de Arte Contemporáneo;Ramón Gómez de la Serna, (Madrid, 1888-Buenos Aires, (Argentina), 1963) es desde el pasado mes de febrero el buque insignia, el mayor  propaganda del nuevo Museo de Arte Contemporáneo
8845;Trastornos del oÃ­do y del laberinto Frecuente vÃ©rtigo Trastornos cardÃ­acos Muy raro arritmia, bloqueo auriculoventricular.;Trastornos del oÃ­do y del laberinto Frecuente mareo y vÃ©rtigo Trastornos cardÃ­acos Muy raro arritmia, bloqueo cardiaco.
9011;Nistagmo, escotoma.;Nistagmo, ceguera parcial.
8401;Muy raro: vasculitis alÃ©rgica.;Muy raro: inflamaciÃ³n de los vasos sanguÃ­neos.
527;Carcedo asegura que el Gobierno trabaja para que “la igualdad que proclama la Constitución no sea meramente formal, sino real”;Carcedo asegura que el Gobierno trabaja para que “la igualdad que anuncia la Constitución no sea meramente formal, sino real”
2038;Frente al cribado de cáncer de cérvix esporádico a solicitud de la mujer que se realizaba hasta ahora, la orden establece un programa de cribado poblacional y  determina la población diana, las características de la prueba de cribado y el  intervalo entre exploraciones de acuerdo con la evidencia científica.;Frente al cribado de cáncer de cérvix esporádico a solicitud de la mujer que se realizaba hasta ahora, la orden establece un programa de cribado poblacional y  determina la población diana, las características de la prueba de cribado y el  intervalo entre examen de acuerdo con la evidencia científica.
2814;También, la identificación del colectivo de personas sin hogar y de migrantes a su llegada a España como grupos diana para el diagnóstico de infección y enfermedad y sus correspondientes tratamientos.;También, la reconocimiento del colectivo de personas sin hogar y de migrantes a su llegada a España como grupos diana para el diagnóstico de infección y enfermedad y sus correspondientes tratamientos.
7774;También en el terreno laboral, han expuesto la situación de bajas por enfermedad o incapacidad temporal (IT), que reclaman con contundencia para colectivos de riesgo, incluidos profesionales sanitarios, “ante una situación que consideramos que se va a alargar en el tiempo”.;También en el terreno laboral, han expuesto la situación de bajas por enfermedad o incapacidad temporal (IT), que reclaman con  dureza para colectivos de riesgo, incluidos profesionales sanitarios, “ante una situación que consideramos que se va a alargar en el tiempo”.
3571;La sencillez y austeridad de “la tapada” de Vejer se enfrenta a la ornamentación del traje femenino de Almería, mientras que se señalan las similitudes en el gusto por el adorno entre los trajes de Salamanca y los levantinos.;La sencillez y  sobriedad de “la tapada” de Vejer se enfrenta a la ornamentación del traje femenino de Almería, mientras que se señalan las similitudes en el gusto por el adorno entre los trajes de Salamanca y los levantinos.
9108;Infrecuentes: equimosis en el lugar de inyecciÃ³n, hematoma, induraciÃ³n, entumecimiento y calor.;Infrecuentes: moretones  en el lugar de inyecciÃ³n, moretones , callosidad, entumecimiento y calor.
6914;No obstante, cuando el prolapso está en estadios más avanzados, sigue habiendo soluciones que permiten a las mujeres mejorar su calidad de vida y que les ayudan a recuperar la plenitud en sus relaciones sexuales.;No obstante, cuando el prolapso está en  etapas más avanzados, sigue habiendo soluciones que permiten a las mujeres mejorar su calidad de vida y que les ayudan a recuperar la plenitud en sus relaciones sexuales.
3710;Protagonista central del siglo XV castellano, el que fuera valido del rey Juan II, que acabó cayendo en desgracia y decapitado en la plaza Mayor de Valladolid para ser posteriormente enterrado en la capilla de Santiago de la catedral de Toledo, nos permite trazar un viaje musical a través de una época tan convulsa como fascinante.;Protagonista central del siglo XV castellano, el que fuera valido del rey Juan II, que acabó cayendo en desgracia y decapitado en la plaza Mayor de Valladolid para ser posteriormente enterrado en la capilla de Santiago de la catedral de Toledo, nos permite trazar un viaje musical a través de una época tan  crispada como fascinante.
8749;"Se han notificado casos muy raros de convulsiones despuÃ©s de la vacunaciÃ³n con Menjugate Kit; en general, los individuos se recuperaron rÃ¡pidamente.";"Se han notificado casos muy raros de ataque despuÃ©s de la vacunaciÃ³n con Menjugate Kit; en general, los individuos se recuperaron rÃ¡pidamente."
2056;La nueva orden detalla y actualiza el catálogo común de prestación ortoprotésica en lo relativo a las prótesis distintas a las de miembros;La nueva orden detalla y actualiza el catálogo común de prestación ortoprotésica en lo relativo a las pieza distintas a las de miembros
8214;"Con las dosis recomendadas para cardioprotecciÃ³n, CARDIOXANE, en combinaciÃ³n con antraciclinas, no aumentÃ³ la incidencia ni la gravedad de los signos clÃ­nicos de toxicidad de los regÃ­menes con antraciclina, con la excepciÃ³n de los efectos hematolÃ³gicos que se notifican con mÃ¡s frecuencia; por lo general, Ã©stos son neutropenia que puede ser grave y a veces seria.";"Con las dosis recomendadas para cardioprotecciÃ³n, CARDIOXANE, en combinaciÃ³n con antraciclinas, no aumentÃ³ la incidencia ni la gravedad de los signos clÃ­nicos de toxicidad de los regÃ­menes con antraciclina, con la excepciÃ³n de los efectos hematolÃ³gicos que se notifican con mÃ¡s frecuencia; por lo general, Ã©stos son problemas en la sangre que puede ser grave y a veces seria."
8458;Las reacciones adversas mÃ¡s frecuentemente descritas han sido vÃ³mitos, fatiga (mareo), nÃ¡useas, reacciones alÃ©rgicas con o sin erupciÃ³n cutÃ¡nea, hinchazÃ³n abdominal, espasmos gastrointestinales y diarrea.;Las reacciones adversas mÃ¡s frecuentemente descritas han sido vÃ³mitos, fatiga  (mareo), nÃ¡useas, reacciones alÃ©rgicas con o sin inflamaciÃ³n, hinchazÃ³n abdominal, dolor gastrointestinal y diarrea.
7835;Pedro Sánchez ha insistido en que la desescalada será gradual, asimétrica y coordinada y que no se recuperará de golpe toda la actividad y la movilidad, sino que se hará en cuatro fases;Pedro Sánchez ha insistido en que la desescalada será progresivo, asimétrica y coordinada y que no se recuperará de golpe toda la actividad y la movilidad, sino que se hará en cuatro fases
3190;Establece que, el Gobierno, en colaboración con las administraciones educativas desarrollará un plan para que, en el plazo de 10 años –y siguiendo la Convención de los Derechos de las Personas con Discapacidad de Naciones Unidas y en cumplimiento del cuarto Objetivo de Desarrollo Sostenible de la Agenda 2030–, los centros ordinarios cuenten con los recursos necesarios para poder atender en las mejores condiciones al alumnado con discapacidad.;Establece que, el Gobierno, en colaboración con las administraciones educativas desarrollará un plan para que, en el plazo de 10 años –y siguiendo la Convención de los Derechos de las Personas con Discapacidad de Naciones Unidas y en cumplimiento del cuarto Objetivo de Desarrollo Sostenible de la Agenda 2030–, los centros ordinarios cuenten con los recursos necesarios para poder atender en las mejores condiciones al estudiantes con discapacidad.
6130;El 51% de las personas mayores que viven en residencias padecen disfagia;El 51% de las personas mayores que viven en residencias sufren disfagia
2910;El Marco Estratégico de Atención Primaria recibe el respaldo mayoritario del Consejo Interterritorial del Sistema Nacional de Salud;El Marco Estratégico de Atención Primaria recibe el apoyo mayoritario del Consejo Interterritorial del Sistema Nacional de Salud
1558;En 2050, el número de enfermos se habrá duplicado y se acercará a los dos millones de personas.;En 2050, el número de enfermos se habrá crecido y se acercará a los dos millones de personas.
2844;El número total de horas dedicadas a la atención de personas dependientes por parte de más de un millón de cuidadores no profesionales ascendió a 4.193 millones, según la última encuesta de Discapacidad, Dependencia y Estado de Salud elaborada en 2008, con un valor estimado de entre 23.065 y 50.160 millones de euros, unas cifras que suponen entre el 2,1 por ciento y el 4,6 por ciento del PIB de ese año.;El número total de horas dedicadas a la cuidado de personas dependientes por parte de más de un millón de cuidadores no profesionales ascendió a 4.193 millones, según la última encuesta de Discapacidad, Dependencia y Estado de Salud elaborada en 2008, con un valor estimado de entre 23.065 y 50.160 millones de euros, unas cifras que suponen entre el 2,1 por ciento y el 4,6 por ciento del PIB de ese año.
1934;Aplique el producto en cantidad generosa y uniforme sobre la piel seca, media hora antes de la exposición al sol, y repita cada dos horas y después de transpirar, bañarse o secarse;Aplique el producto en cantidad generosa y uniforme sobre la piel seca, media hora antes de la exposición al sol, y repita cada dos horas y después de sudar, bañarse o secarse
874;Actividades de socialización especiales: Navidad es el centro de muchas actividades de socialización con la finalidad de incentivar de nuevo la ilusión por estas fechas mientras se sigue creando una red social, la cual a priori suele ser frágil;Actividades de socialización especiales: Navidad es el centro de muchas actividades de socialización con la objetivo de incentivar de nuevo la ilusión por estas fechas mientras se sigue creando una red social, la cual a priori suele ser frágil
3172;Cumpliendo con el artículo 12 de la Convención y acorde a las recomendaciones emitidas por la ONU en 2011, el 21 de septiembre de 2018, el Consejo de Ministros informó en primera vuelta del Anteproyecto de Ley por la que se reforma la legislación civil y procesal en materia de discapacidad que afecta al Código Civil, de la Ley de Enjuiciamiento Civil, la Ley Hipotecaria y la del Registro Civil.;Cumpliendo con el artículo 12 de la Convención y acorde a las  sugerencias emitidas por la ONU en 2011, el 21 de septiembre de 2018, el Consejo de Ministros informó en primera vuelta del Anteproyecto de Ley por la que se reforma la legislación civil y procesal en materia de discapacidad que afecta al Código Civil, de la Ley de Enjuiciamiento Civil, la Ley Hipotecaria y la del Registro Civil.
